HUC8	AreaSqKm	States	Name
08040101	4009.93000000000	AR	Ouachita_Headwaters
08040102	4540.59000000000	AR	Upper_Ouachita
08040103	5437.62000000000	AR	Little_Missouri
08040201	4672.29000000000	AR	Lower_Ouachita-Smackover
08040203	4442.84000000000	AR	Upper_Saline
08040204	3934.59000000000	AR	Lower_Saline
11010004	3822.23000000000	AR	Middle_White
11010005	3470.64000000000	AR	Buffalo
11010009	2120.39000000000	AR	Lower_Black
11010010	3146.87000000000	AR	Spring
11010012	1970.00000000000	AR	Strawberry
11010013	1916.97000000000	AR	Upper_White-Village
11010014	4665.96000000000	AR	Little_Red
11110201	3330.74000000000	AR	Frog-Mulberry
11110202	4830.52000000000	AR	Dardanelle_Reservoir
11110203	2951.40000000000	AR	Lake_Conway-Point_Remove
11110204	2846.55000000000	AR	Petit_Jean
11110205	1961.26000000000	AR	Cadron
11110206	2887.05000000000	AR	Fourche_La_Fave
11110207	2918.45000000000	AR	Lower_Arkansas-Maumelle
11140109	5151.90000000000	AR	"Lower_Little_Arkansas,_Oklahoma"
11140201	2287.07000000000	AR	McKinney-Posten_Bayous
11140205	1860.44000000000	AR	Bodcau_Bayou
08020203	9269.66000000000	"AR,MO"	Lower_St._Francis
08020204	6747.62000000000	"MO,AR"	Little_River_Ditches
11010001	6616.39000000000	AR	Beaver_Reservoir
11010003	6750.76000000000	"AR,MO"	Bull_Shoals_Lake
11010006	4743.33000000000	"MO,AR"	North_Fork_White
11010007	4984.51000000000	"MO,AR"	Upper_Black
11010011	3114.69000000000	"AR,MO"	Eleven_Point
11140108	2191.70000000000	"AR,OK"	Mountain_Fork
11070206	2355.22000000000	"KS,OK,MO,AR"	Lake_O'_The_Cherokees
08010100	2842.11000000000	"KY,MO,TN,AR,MS"	Lower_Mississippi-Memphis
22030000	1285.22000000000	AS	American_Samoa
15010001	3800.40000000000	AZ	Lower_Colorado-Marble_Canyon
15010002	6607.98000000000	AZ	Grand_Canyon
15010004	7596.47000000000	AZ	Havasu_Canyon
15010007	3665.93000000000	AZ	Red_Lake
15010009	4327.50000000000	AZ	Fort_Pearce_Wash
15010014	1776.46000000000	AZ	Detrital_Wash
15020001	2085.12000000000	AZ	Little_Colorado_Headwaters
15020002	4197.70000000000	AZ	Upper_Little_Colorado
15020005	2455.27000000000	AZ	Silver
15020007	2888.64000000000	AZ	Lower_Puerco
15020008	6534.64000000000	AZ	Middle_Little_Colorado
15020009	2105.71000000000	AZ	Leroux_Wash
15020010	2122.00000000000	AZ	Chevelon_Canyon
15020011	4340.20000000000	AZ	Cottonwood_Wash
15020012	1894.19000000000	AZ	Corn-Oraibi
15020013	2992.44000000000	AZ	Polacca_Wash
15020014	2430.77000000000	AZ	Jadito_Wash
15020015	3104.16000000000	AZ	Canyon_Diablo
15020016	6197.29000000000	AZ	Lower_Little_Colorado
15020017	2119.93000000000	AZ	Dinnebito_Wash
15020018	6864.12000000000	AZ	Moenkopi_Wash
15030103	3453.69000000000	AZ	Sacramento_Wash
15030105	4189.03000000000	AZ	Bouse_Wash
15030106	1852.42000000000	AZ	Tyson_Wash
15030201	5578.88000000000	AZ	Big_Sandy
15030202	1847.36000000000	AZ	Burro
15030203	3710.98000000000	AZ	Santa_Maria
15030204	2785.17000000000	AZ	Bill_Williams
15040005	7167.87000000000	AZ	Upper_Gila-San_Carlos_Reservoir
15040007	2784.72000000000	AZ	San_Carlos
15050100	8508.01000000000	AZ	Middle_Gila
15050201	4284.53000000000	AZ	Willcox_Playa
15050203	5133.35000000000	AZ	Lower_San_Pedro
15050301	6800.80000000000	"AZ,MX"	Upper_Santa_Cruz
15050302	2384.94000000000	AZ	Rillito
15050303	4357.83000000000	AZ	Lower_Santa_Cruz
15050304	3649.13000000000	AZ	Brawley_Wash
15050305	1899.01000000000	AZ	Aguirre_Valley
15050306	3130.75000000000	AZ	Santa_Rosa_Wash
15060101	3239.87000000000	AZ	Black
15060102	1652.17000000000	AZ	White
15060103	5574.84000000000	AZ	Upper_Salt
15060104	1837.58000000000	AZ	Carrizo
15060105	2713.68000000000	AZ	Tonto
15060106	2696.09000000000	AZ	Lower_Salt
15060201	5577.27000000000	AZ	Big_Chino-Williamson_Valley
15060202	6492.74000000000	AZ	Upper_Verde
15070101	5220.92000000000	AZ	Lower_Gila-Painted_Rock_Reservoir
15070102	7112.38000000000	AZ	Aqua_Fria
15070103	3809.62000000000	AZ	Hassayampa
15070104	5003.66000000000	AZ	Centennial_Wash
15070201	10858.14000000000	AZ	Lower_Gila
15070202	2784.05000000000	AZ	Tenmile_Wash
15070203	4263.10000000000	AZ	San_Cristobal_Wash
15030107	3992.92000000000	"AZ,MX"	Lower_Colorado
15030108	7550.45000000000	"MX,AZ"	Yuma_Desert
15050202	6423.99000000000	"AZ,MX"	Upper_San_Pedro
15080101	7503.66000000000	"AZ,MX"	San_Simon_Wash
15080102	12383.57000000000	"MX,AZ"	Rio_Sonoyta
11120103	5576.59000000000	TX	Upper_Prairie_Dog_Town_Fork_Red
11120104	3305.35000000000	TX	Tule
11120201	1917.90000000000	TX	Upper_Salt_Fork_Red
11120301	3055.35000000000	TX	Upper_North_Fork_Red
11130103	3866.74000000000	TX	North_Pease
11130104	3547.15000000000	TX	Middle_Pease
11130105	2078.29000000000	TX	Pease
11130204	2840.72000000000	TX	North_Wichita
11130205	1787.05000000000	TX	South_Wichita
11130206	2646.70000000000	TX	Wichita
11130207	1760.76000000000	TX	Southern_Beaver
11130209	3841.02000000000	TX	Little_Wichita
11140106	3747.67000000000	"OK,TX,AR"	Pecan-Waterhole
11140301	2973.83000000000	TX	Sulphur_Headwaters
11140303	2066.49000000000	TX	White_Oak_Bayou
11140305	2290.88000000000	TX	Lake_O'the_Pines
11140306	3097.26000000000	"TX,LA"	Caddo_Lake
11140307	1839.09000000000	TX	Little_Cypress
12010001	3537.67000000000	TX	Upper_Sabine
12010002	7220.78000000000	"TX,LA"	Middle_Sabine
12010003	1759.30000000000	TX	Lake_Fork
12020001	5036.37000000000	TX	Upper_Neches
12020002	4165.04000000000	TX	Middle_Neches
12020003	2873.18000000000	TX	Lower_Neches
12020004	4185.85000000000	TX	Upper_Angelina
12020005	5044.44000000000	TX	Lower_Angelina
12020006	2899.38000000000	TX	Village
12020007	1836.78000000000	TX	Pine_Island_Bayou
12030101	5067.71000000000	TX	Upper_West_Fork_Trinity
12030102	3921.33000000000	TX	Lower_West_Fork_Trinity
12030103	4812.31000000000	TX	Elm_Fork_Trinity
12030104	1863.26000000000	TX	Denton
12030105	3547.44000000000	TX	Upper_Trinity
12030106	3375.27000000000	TX	East_Fork_Trinity
12030107	2760.42000000000	TX	Cedar
12030108	2374.22000000000	TX	Richland
12030109	2784.12000000000	TX	Chambers
12030201	5454.53000000000	TX	Lower_Trinity-Tehuacana
12030202	8437.33000000000	TX	Lower_Trinity-Kickapoo
12030203	1986.61000000000	TX	Lower_Trinity
12040101	2801.31000000000	TX	West_Fork_San_Jacinto
12040102	1959.83000000000	TX	Spring
12040103	2577.40000000000	TX	East_Fork_San_Jacinto
12040104	3061.52000000000	TX	Buffalo-San_Jacinto
12040202	2119.44000000000	TX	East_Galveston_Bay
12040203	924.25000000000	TX	North_Galveston_Bay
12040204	2825.66000000000	TX	West_Galveston_Bay
12040205	1599.63000000000	TX	Austin-Oyster
12050003	3137.72000000000	TX	North_Fork_Double_Mountain_Fork_Brazos
12050004	6743.59000000000	TX	Double_Mountain_Fork_Brazos
12050006	4188.16000000000	TX	White
12050007	5687.77000000000	TX	Salt_Fork_Brazos
12060101	6525.49000000000	TX	Middle_Brazos-Millers
12060102	7244.39000000000	TX	Upper_Clear_Fork_Brazos
12060103	2760.06000000000	TX	Paint
12060104	1626.44000000000	TX	Lower_Clear_Fork_Brazos
12060105	3329.18000000000	TX	Hubbard
12060201	8163.00000000000	TX	Middle_Brazos-Palo_Pinto
12060202	6468.89000000000	TX	Middle_Brazos-Lake_Whitney
12060203	1091.80000000000	TX	Bosque
12060204	3220.37000000000	TX	North_Bosque
12070101	6986.15000000000	TX	Lower_Brazos-Little_Brazos
12070102	3422.51000000000	TX	Yegua
12070103	5817.46000000000	TX	Navasota
12070104	4257.19000000000	TX	Lower_Brazos
12070201	7823.76000000000	TX	Leon
12070202	1884.06000000000	TX	Cowhouse
12070203	3916.77000000000	TX	Lampasas
12070204	2598.53000000000	TX	Little
12070205	3539.80000000000	TX	San_Gabriel
12080002	7571.17000000000	TX	Colorado_Headwaters
12080005	5125.12000000000	TX	Johnson_Draw
12080007	1575.88000000000	TX	Beals
12080008	3569.67000000000	TX	Upper_Colorado
12090101	2997.85000000000	TX	Middle_Colorado-Elm
12090102	3456.31000000000	TX	South_Concho
12090103	6972.17000000000	TX	Middle_Concho
12090104	3845.70000000000	TX	North_Concho
12090105	3193.16000000000	TX	Concho
12090106	5213.65000000000	TX	Middle_Colorado
12090107	3679.90000000000	TX	Pecan_Bayou
12090108	2029.53000000000	TX	Jim_Ned
12090109	5947.28000000000	TX	San_Saba
12090110	2081.32000000000	TX	Brady
12090201	3289.36000000000	TX	Buchanan-Lyndon_B._Johnson_Lakes
12090202	2380.69000000000	TX	North_Llano
12090204	6769.78000000000	TX	Llano
12090205	3213.80000000000	TX	Austin-Travis_Lakes
12090206	3316.46000000000	TX	Pedernales
12090301	5688.19000000000	TX	Lower_Colorado-Cummins
12090302	1828.43000000000	TX	Lower_Colorado
12090401	2748.73000000000	TX	San_Bernard
12090402	2076.93000000000	TX	East_Matagorda_Bay
12100102	3628.37000000000	TX	Navidad
12100201	3710.76000000000	TX	Upper_Guadalupe
12100202	5538.16000000000	TX	Middle_Guadalupe
12100203	3519.91000000000	TX	San_Marcos
12100204	2610.48000000000	TX	Lower_Guadalupe
12100301	1312.74000000000	TX	Upper_San_Antonio
12100303	3842.16000000000	TX	Lower_San_Antonio
12100304	2211.97000000000	TX	Cibolo
15080103	5700.54000000000	"AZ,MX"	Tule_Desert
15080200	25730.51000000000	MX	Rio_De_La_Concepcion
15080301	6894.06000000000	"AZ,MX"	Whitewater_Draw
15020006	4951.06000000000	"NM,AZ"	Upper_Puerco
15040004	7257.38000000000	"AZ,NM"	San_Francisco
15040006	5829.11000000000	AZ	San_Simon
14080204	10612.49000000000	AZ	Chinle
15010005	7524.99000000000	"AZ,NV"	Lake_Mead
15010006	2421.39000000000	AZ	Grand_Wash
14070006	7600.21000000000	"AZ,UT"	Lower_Lake_Powell
14070007	3674.89000000000	"UT,AZ"	Paria
14080201	5164.87000000000	"UT,AZ"	Lower_San_Juan-Four_Corners
14080205	6315.01000000000	"UT,AZ"	Lower_San_Juan
15010003	6119.65000000000	"AZ,UT"	Kanab
15030102	2660.83000000000	CA	Piute_Wash
16050101	1313.44000000000	CA	Lake_Tahoe
18010101	2539.81000000000	"CA,OR"	Smith
18010102	3684.29000000000	CA	Mad-Redwood
18010103	1836.49000000000	CA	Upper_Eel
18010104	1951.31000000000	CA	Middle_Fork_Eel
18010105	3962.88000000000	CA	Lower_Eel
18010106	1785.09000000000	CA	South_Fork_Eel
18010107	1935.71000000000	CA	Mattole
18010108	4150.52000000000	CA	Big-Navarro-Garcia
18010109	1436.05000000000	CA	Gualala-Salmon
18010110	3845.97000000000	CA	Russian
18010205	1572.40000000000	CA	Butte
18010207	2056.52000000000	CA	Shasta
18010208	2108.69000000000	CA	Scott
18010209	3966.44000000000	CA	Lower_Klamath
18010210	1945.85000000000	CA	Salmon
18010211	5277.63000000000	CA	Trinity
18010212	2414.17000000000	CA	South_Fork_Trinity
18020002	6944.25000000000	CA	Upper_Pit
18020003	6831.97000000000	CA	Lower_Pit
18020004	1763.32000000000	CA	McCloud
18020005	1533.36000000000	CA	Sacramento_Headwaters
18020104	4879.86000000000	CA	Sacramento-Stone_Corral
18020111	757.61000000000	CA	Lower_American
18020115	2011.92000000000	CA	Upper_Stony
18020116	2992.79000000000	CA	Upper_Cache
18020121	3051.61000000000	CA	North_Fork_Feather
18020122	2661.53000000000	CA	East_Branch_North_Fork_Feather
18020123	3534.67000000000	CA	Middle_Fork_Feather
18020125	3483.35000000000	CA	Upper_Yuba
18020126	1228.40000000000	CA	Upper_Bear
18020128	2622.71000000000	CA	North_Fork_American
18020129	2200.54000000000	CA	South_Fork_American
18020151	1107.17000000000	CA	Cow_Creek
18020152	2444.02000000000	CA	Cottonwood_Creek
18020153	956.54000000000	CA	Battle_Creek
18020154	1775.77000000000	CA	Clear_Creek-Sacramento_River
18020155	1097.15000000000	CA	Paynes_Creek-Sacramento_River
18020156	2613.00000000000	CA	Thomes_Creek-Sacramento_River
18020157	2466.27000000000	CA	Big_Chico_Creek-Sacramento_River
18020158	2122.88000000000	CA	Butte_Creek
18020159	2004.40000000000	CA	Honcut_Headwaters-Lower_Feather
18020161	1124.10000000000	CA	Upper_Coon-Upper_Auburn
18020162	1694.46000000000	CA	Upper_Putah
18020163	3181.93000000000	CA	Lower_Sacramento
18030001	2829.45000000000	CA	Upper_Kern
18030002	2541.35000000000	CA	South_Fork_Kern
18030003	6778.79000000000	CA	Middle_Kern-Upper_Tehachapi-Grapevine
18030004	1489.69000000000	CA	Upper_Poso
18030005	3168.44000000000	CA	Upper_Deer-Upper_White
18030006	2446.48000000000	CA	Upper_Tule
18030007	3943.92000000000	CA	Upper_Kaweah
18030009	5506.51000000000	CA	Upper_Dry
18030010	3999.09000000000	CA	Upper_King
18030012	9808.26000000000	CA	Tulare_Lake_Bed
18040001	9130.12000000000	CA	Middle_San_Joaquin-Lower_Chowchilla
18040002	2376.50000000000	CA	Lower_San_Joaquin_River
18040003	3192.13000000000	CA	San_Joaquin_Delta
18040006	4244.45000000000	CA	Upper_San_Joaquin
18040007	1677.97000000000	CA	Fresno_River
18040008	3287.83000000000	CA	Upper_Merced
18040009	4850.57000000000	CA	Upper_Tuolumne
18040010	3099.99000000000	CA	Upper_Stanislaus
18040011	1369.30000000000	CA	Upper_Calaveras_California
18040012	3279.73000000000	CA	Upper_Mokelumne
18040013	2459.97000000000	CA	Upper_Cosumnes
18040014	792.89000000000	CA	Panoche-San_Luis_Reservoir
18040051	1224.48000000000	CA	Rock_Creek-French_Camp_Slough
18050002	2651.45000000000	CA	San_Pablo_Bay
18050003	1865.61000000000	CA	Coyote
18050004	3363.42000000000	CA	San_Francisco_Bay
18050005	1979.18000000000	CA	Tomales-Drake_Bays
18050006	1745.66000000000	CA	San_Francisco_Coastal_South
18060002	3368.60000000000	CA	Pajaro
18060003	1153.50000000000	CA	Carrizo_Plain
18060005	8622.32000000000	CA	Salinas
18060006	4984.06000000000	CA	Central_Coastal
18060007	2962.02000000000	CA	Cuyama
18060008	1771.82000000000	CA	Santa_Maria
18060009	769.22000000000	CA	San_Antonio
18060010	2322.17000000000	CA	Santa_Ynez
18060013	1736.78000000000	CA	Santa_Barbara_Coastal
18060015	1961.21000000000	CA	Monterey_Bay
18070101	868.28000000000	CA	Ventura
12100401	3311.03000000000	TX	East_Matagorda_Bay
12100402	2318.77000000000	TX	West_Matagorda_Bay
12100403	1015.02000000000	TX	East_San_Antonio_Bay
12100404	379.26000000000	TX	West_San_Antonio_Bay
12100405	2202.24000000000	TX	Aransas_Bay
12100406	2688.70000000000	TX	Mission
12100407	2221.67000000000	TX	Aransas
12110101	2115.35000000000	TX	Nueces_Headwaters
12110102	2377.90000000000	TX	West_Nueces
12110103	4866.15000000000	TX	Upper_Nueces
12110104	4036.37000000000	TX	Turkey
12110105	8646.31000000000	TX	Middle_Nueces
12110106	6063.08000000000	TX	Upper_Frio
12110107	2867.56000000000	TX	Hondo
12110108	3162.48000000000	TX	Lower_Frio
12110109	2211.73000000000	TX	San_Miguel
12110110	3614.12000000000	TX	Atascosa
12110111	3364.49000000000	TX	Lower_Nueces
12110201	449.30000000000	TX	North_Corpus_Christi_Bay
12110202	1128.07000000000	TX	South_Corpus_Christi_Bay
12110206	2437.91000000000	TX	Palo_Blanco
12110208	7351.68000000000	TX	South_Laguna_Madre
13040100	8041.36000000000	"MX,TX"	Rio_Grande-Fort_Quitman
13040201	9522.31000000000	"MX,TX"	Cibolo-Red_Light
13040202	4044.96000000000	TX	Alamito
13040203	7275.08000000000	"MX,TX"	Black_Hills-Fresno
13040204	2850.90000000000	TX	Terlingua
13040205	15481.23000000000	"MX,TX"	Big_Bend
13040206	3400.69000000000	TX	Maravillas
13040207	2262.32000000000	TX	Santiago_Draw
13040208	6332.48000000000	"MX,TX"	Reagan-Sanderson
13040209	2651.59000000000	TX	San_Francisco
13040210	2289.54000000000	TX	Lozier_Canyon
13040211	2083.79000000000	TX	Big_Canyon
13040212	7161.52000000000	"MX,TX"	Amistad_Reservoir
13040301	6848.27000000000	TX	Upper_Devils
13040302	2260.04000000000	TX	Lower_Devils
13040303	1888.63000000000	TX	Dry_Devils
13070002	2039.31000000000	"TX,NM"	Delaware
13070003	2913.16000000000	TX	Toyah
13070004	5073.90000000000	TX	Salt_Draw
13070005	1831.62000000000	TX	Barrilla_Draw
13070006	3833.05000000000	TX	Coyanosa-Hackberry_Draws
13070008	4961.77000000000	TX	Pecos
13070009	2505.29000000000	TX	Tunas
13070010	1997.41000000000	TX	Independence
13070011	2828.94000000000	TX	Howard_Draw
13070012	2573.61000000000	TX	Lower_Pecos
13080001	10630.93000000000	"MX,TX"	Elm-Sycamore
13080002	14940.19000000000	"MX,TX"	San_Ambrosia-Santa_Isabel
13080003	7292.49000000000	"TX,MX"	International_Falcon_Reservoir
13090001	8145.83000000000	"TX,MX"	Los_Olmos
11140302	4723.85000000000	"AR,TX"	Lower_Sulpher
12010004	6137.49000000000	"LA,TX"	Toledo_Bend_Reservoir
12040201	2556.77000000000	"LA,TX"	Sabine_Lake
13090002	5501.34000000000	"TX,MX"	Lower_Rio_Grande
11090102	3886.11000000000	"NM,TX"	Punta_de_Agua
11090103	2834.65000000000	"NM,TX"	Rita_Blanca
11120101	4964.19000000000	"NM,TX"	Tierra_Blanca
12050001	9508.87000000000	"NM,TX"	Yellow_House_Draw
12050002	4372.03000000000	"NM,TX"	Blackwater_Draw
12050005	3920.27000000000	"NM,TX"	Running_Water_Draw
12080001	4637.32000000000	"NM,TX"	Lost_Draw
12080003	6239.03000000000	"NM,TX"	Monument-Seminole_Draws
12080004	8044.38000000000	"NM,TX"	Mustang_Draw
12080006	4879.00000000000	"NM,TX"	Sulphur_Springs_Draw
13050003	17381.69000000000	"NM,TX"	Tularosa_Valley
13050004	20515.21000000000	"NM,TX"	Salt_Basin
13070001	6454.44000000000	"TX,NM"	Lower_Pecos-Red_Bluff_Reservoir
13070007	16414.02000000000	"NM,TX"	Landreth-Monument_Draws
11100201	4612.14000000000	"OK,TX"	Lower_Beaver
11100203	2823.08000000000	OK	Lower_Wolf
11120105	3729.33000000000	"OK,TX"	Lower_Prairie_Dog_Town_Fork_Red
11130101	3402.17000000000	"OK,TX"	Groesbeck-Sandy
11130210	2569.58000000000	"OK,TX"	Lake_Texoma
11140101	5137.07000000000	"OK,TX"	Bois_D'arc-Island
14030005	5891.92000000000	"CO,UT"	Upper_Colorado-Kane_Springs
14060003	6938.79000000000	UT	Duchesne
14060004	3016.07000000000	UT	Strawberry
14060005	5039.92000000000	UT	Lower_Green-Desolation_Canyon
14060007	4886.03000000000	UT	Price
14060008	4836.65000000000	UT	Lower_Green
14060009	6301.59000000000	UT	San_Rafael
14060010	4173.73000000000	"UT,CO"	Lower_Green-Diamond
14070001	7406.23000000000	UT	Upper_Lake_Powell
14070002	4016.76000000000	UT	Muddy
14070003	5128.20000000000	UT	Fremont
14070005	5247.46000000000	UT	Escalante
15010008	5654.19000000000	UT	Upper_Virgin
16010101	5316.48000000000	"UT,WY"	Upper_Bear
16010203	2290.07000000000	"UT,ID"	Little_Bear-Logan
16020101	3014.74000000000	UT	Upper_Weber
16020102	3421.83000000000	UT	Lower_Weber
16020201	3482.97000000000	UT	Utah_Lake
16020203	1776.89000000000	UT	Provo
16020204	2107.74000000000	UT	Jordan
10250007	2055.29000000000	NE	Red_Willow
10250005	4267.51000000000	"CO,NE"	Frenchman
15010012	4692.51000000000	NV	Muddy
16040104	2603.30000000000	NV	Pine
04100004	2054.80000000000	"IN,OH"	St._Marys
11050002	8377.80000000000	OK	Lower_Cimarron-Skeleton
21010006	217.65000000000	PR	Puerto_Rican_Islands
03050106	3337.94000000000	SC	Lower_Broad
03150105	4150.62000000000	"AL,GA"	Upper_Coosa
08020100	1539.37000000000	"AR,MS"	Lower_Mississippi-Helena
05130101	6038.23000000000	"TN,KY"	Upper_Cumberland
06010102	2666.59000000000	"TN,VA"	South_Fork_Holston
15060203	5089.93000000000	AZ	Lower_Verde
15030104	8920.79000000000	"AZ,CA"	Imperial_Reservoir
12090203	2416.97000000000	TX	South_Llano
12100101	2356.30000000000	TX	Lavaca
12100302	3491.81000000000	TX	Medina
18050001	1225.77000000000	CA	Suisun_Bay
18060004	2459.92000000000	CA	Estrella
18060014	2175.13000000000	CA	Santa_Barbara_Channel_Islands
14060006	2470.63000000000	UT	Willow
14070004	2183.61000000000	UT	Dirty_Devil
16020202	2494.55000000000	UT	Spanish_Fork
14010005	9919.91000000000	CO	Colorado_Headwaters-Plateau
14040109	2656.66000000000	CO	Vermilion
07070006	1988.32000000000	WI	Kickapoo
05020001	3562.32000000000	WV	Tygart_Valley
05050008	2393.90000000000	WV	Lower_Kanawha
17100103	3362.41000000000	WA	Upper_Chehalis
17110009	2161.39000000000	WA	Skykomish
07060001	3688.18000000000	"WI,IA,MN"	Coon-Yellow
07090005	5616.65000000000	IL	Lower_Rock
07130004	2976.09000000000	IL	Mackinaw
17040213	5680.75000000000	"NV,ID"	Salmon_Falls
17050117	2456.58000000000	OR	Lower_Malheur
11030016	1058.51000000000	KS	Ninnescah
11070202	2432.96000000000	KS	Upper_Cottonwood
08070205	2008.36000000000	LA	Tangipahoa
01090001	2623.76000000000	MA	Charles
07010104	4355.53000000000	MN	Elk-Nokasippi
10290102	4082.31000000000	"KS,MO"	Lower_Marais_Des_Cygnes
03170005	4726.77000000000	MS	Lower_Leaf
08030203	1926.42000000000	MS	Yocona
03010107	3392.03000000000	NC	Lower_Roanoke
03020202	2759.38000000000	NC	Middle_Neuse
18070102	4210.81000000000	CA	Santa_Clara
18070103	1133.59000000000	CA	Calleguas
18070104	1744.01000000000	CA	Santa_Monica_Bay
18070105	2152.19000000000	CA	Los_Angeles
18070106	2347.03000000000	CA	San_Gabriel
18070107	1816.28000000000	CA	San_Pedro_Channel_Islands
18070201	329.90000000000	CA	Seal_Beach
18070202	1982.01000000000	CA	San_Jacinto
18070203	4387.76000000000	CA	Santa_Ana
18070204	502.85000000000	CA	Newport_Bay
18070301	1596.51000000000	CA	Aliso-San_Onofre
18070302	1919.35000000000	CA	Santa_Margarita
18070303	2151.61000000000	CA	San_Luis_Rey-Escondido
18070304	4022.16000000000	CA	San_Diego
18070305	4451.96000000000	"CA,MX"	Cottonwood-Tijuana
18080001	2347.62000000000	CA	Surprise_Valley
18080002	2180.77000000000	CA	Madeline_Plains
18090101	2813.85000000000	CA	Mono_Lake
18090102	4968.00000000000	CA	Crowley_Lake
18090103	3549.94000000000	CA	Owens_Lake
18090201	4246.60000000000	CA	Eureka-Saline_Valleys
18090203	13927.34000000000	CA	Death_Valley-Lower_Amargosa
18090204	4224.04000000000	CA	Panamint_Valley
18090205	5230.12000000000	CA	Indian_Wells-Searles_Valleys
18090206	8721.97000000000	CA	Antelope-Fremont_Valleys
18090207	4785.16000000000	CA	Coyote-Cuddeback_Lakes
18090208	11961.41000000000	CA	Mojave
18100100	22965.05000000000	CA	Southern_Mojave
18100201	3886.35000000000	CA	Whitewater_River
18100202	1692.46000000000	"CA,MX"	Carrizo_Creek
18100203	2734.60000000000	CA	San_Felipe_Creek
18100204	12973.95000000000	"CA,MX"	Salton_Sea
15030101	7211.27000000000	"AZ,NV,CA"	Havasu-Mohave_Lakes
16050102	3153.92000000000	"CA,NV"	Truckee
16050201	2483.50000000000	"CA,NV"	Upper_Carson
16050301	3110.19000000000	"CA,NV"	East_Walker
16050302	2698.47000000000	"CA,NV"	West_Walker
16060015	7577.49000000000	"CA,NV"	Ivanpah-Pahrump_Valleys
18080003	7260.98000000000	CA	Honey-Eagle_Lakes
18090202	8826.06000000000	"CA,NV"	Upper_Amargosa
18010204	7833.00000000000	"OR,CA"	Lost
18010206	3686.59000000000	"OR,CA"	Upper_Klamath
18020001	2818.21000000000	"CA,OR"	Goose_Lake
01010009	4166.30000000000	CN	Little_River-Saint_John_River
01010011	3639.79000000000	CN	Keswick_River-Saint_John_River
01030001	4109.72000000000	"CN,ME"	Upper_Kennebec
04120200	27416.05000000000	"CN,MI,NY,OH,PA"	Lake_Erie
09020315	3588.48000000000	"CN,ND"	Upper_Pembina_River
04150200	18844.24000000000	"CN,NY"	Lake_Ontario
04150409	2553.80000000000	"CN,NY,VT"	Richelieu_River
10180001	3687.47000000000	CO	North_Platte_Headwaters
10190001	4152.10000000000	CO	South_Platte_Headwaters
10190002	4786.97000000000	CO	Upper_South_Platte
10190003	7433.47000000000	CO	Middle_South_Platte-Cherry_Creek
10190004	1476.14000000000	CO	Clear
10190005	2536.83000000000	CO	St._Vrain
10190006	2154.33000000000	CO	Big_Thompson
10190007	4892.63000000000	CO	Cache_La_Poudre
10190008	1495.90000000000	CO	Lone_Tree-Owl
10190010	1855.08000000000	CO	Kiowa
10190011	3581.30000000000	CO	Bijou
10190012	7723.01000000000	CO	Middle_South_Platte-Sterling
10190013	2864.26000000000	CO	Beaver
10190014	1873.38000000000	CO	Pawnee
10250001	4783.87000000000	CO	Arikaree
10250002	7638.92000000000	CO	North_Fork_Republican
11020001	7933.04000000000	CO	Arkansas_Headwaters
11020002	5965.38000000000	CO	Upper_Arkansas
11020003	2402.82000000000	CO	Fountain
11020004	1878.55000000000	CO	Chico
11020005	5729.86000000000	CO	Upper_Arkansas-Lake_Meredith
11020006	4813.68000000000	CO	Huerfano
11020007	2786.17000000000	CO	Apishapa
11020008	3687.91000000000	CO	Horse
11020009	9990.51000000000	CO	Upper_Arkansas-John_Martin_Reservoir
11020011	4793.63000000000	CO	Big_Sandy
11020012	3533.22000000000	CO	Rush
11020013	2088.31000000000	CO	Two_Butte
11040004	1973.80000000000	CO	Sand_Arroyo
13010001	3575.43000000000	CO	Rio_Grande_Headwaters
13010002	6572.31000000000	CO	Alamosa-Trinchera
13010003	4095.22000000000	CO	San_Luis
13010004	3476.57000000000	CO	Saguache
14010001	7512.65000000000	CO	Colorado_Headwaters
14010002	1768.33000000000	CO	Blue
14010003	2517.76000000000	CO	Eagle
14010004	3766.96000000000	CO	Roaring_Fork
14020001	1985.71000000000	CO	East-Taylor
14020002	6246.22000000000	CO	Upper_Gunnison
14020003	2855.01000000000	CO	Tomichi
14020004	2510.47000000000	CO	North_Fork_Gunnison
14020005	4311.36000000000	CO	Lower_Gunnison
14020006	2888.96000000000	CO	Uncompahgre
14030002	5597.22000000000	CO	Upper_Dolores
14030003	4028.37000000000	CO	San_Miguel
14050001	6785.48000000000	CO	Upper_Yampa
14050002	4068.88000000000	CO	Lower_Yampa
14050005	3534.97000000000	CO	Upper_White
16020302	1896.78000000000	UT	Pine_Valley
16020303	2461.82000000000	UT	Tule_Valley
16020304	3128.47000000000	UT	Rush-Tooele_Valleys
16020305	2106.63000000000	UT	Skull_Valley
16020310	4527.03000000000	UT	Great_Salt_Lake
16030001	3116.37000000000	UT	Upper_Sevier
16030002	3216.86000000000	UT	East_Fork_Sevier
16030003	4796.82000000000	UT	Middle_Sevier
16030004	2229.79000000000	UT	San_Pitch
16030005	10621.17000000000	UT	Lower_Sevier
16030007	4472.50000000000	UT	Beaver_Bottoms-Upper_Beaver
16030008	2078.90000000000	UT	Lower_Beaver
